Country,Alcohol_Consumption,GDP,Christian,Muslim,Irreligion,Hindu,Buddhist,Folk_religion,Other_religion,Jewish,Democracy,Education,Wine,Year,Depression,Homicides,"Drug_deaths_per_100,000",Median_age,Population,conflict_deaths,deaths_to_pop_rate,elec_acc_pct_pop,Urban_population,Rural_population,pct_female,urban_pop_share,suicide_death_rate
Malawi,2.87,289.05,82.7,13.0,2.5,0.0,0.0,1.7,0.0,0.0,0.38,3.15,0.0,2005,356666.0,489.0,0.32,15.9,12755647.0,0.0,0.0,6.696063041687012,1900711.0,10725239.0,50.77922058105469,15.05,14.4
Malaysia,1.28,7274.97,9.2,63.2,0.7,6.5,17.7,2.3,0.2,0.0,0.25,7.59,0.0,2005,862114.0,791.0,0.33,23.4,25923540.0,2.0,7.714995714319881e-08,99.1601104736328,17108408.0,8582207.0,48.74372482299805,66.59,5.9
Maldives,1.52,6589.13,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,3.07,0.0,2005,8564.0,8.0,0.32,20.4,307023.0,0.0,0.0,90.94908905029295,107866.0,211738.0,47.76410675048828,33.75,4.4
Mali,1.05,687.93,3.2,95.0,0.6,0.0,0.0,1.2,0.0,0.0,0.5,1.16,0.0,2005,307729.0,1713.0,0.13,15.5,13180556.0,12.0,9.104320030202064e-07,18.226219177246094,4095828.0,8679681.0,50.23200225830078,32.06,8.2
Malta,6.65,18133.97,97.0,0.2,2.5,0.2,0.0,0.0,0.0,0.0,0.67,9.78,2450.0,2005,14578.0,3.0,1.28,37.7,410217.0,0.0,0.0,100.0,378170.0,25664.0,50.405155181884766,93.64,4.6
Mauritania,0.13,1378.6,0.1,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.41,0.0,2005,76854.0,407.0,0.18,16.8,3012363.0,49.0,1.626629991139846e-05,18.200000762939453,1273520.0,1750678.0,50.13302612304688,42.11,7.4
Mauritius,5.0,6316.44,25.3,16.7,0.6,56.4,0.0,0.7,0.3,0.0,0.72,7.31,0.0,2005,56266.0,49.0,0.48,29.5,1258050.0,0.0,0.0,99.09476470947266,517242.0,711012.0,50.44066619873047,42.11,9.2
Mexico,6.48,8877.85,95.1,0.01,4.7,0.0,0.07,0.06,0.02,0.06,0.58,7.49,41486.0,2005,3142074.0,10445.0,0.47,23.3,105442400.0,2.0,1.896770179737942e-08,98.93273162841795,80890447.0,25114752.0,51.09971237182617,76.31,5.0
Micronesia (country),2.78,3022.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.02,0.0,2005,2623.0,5.0,0.77,19.5,110957.0,0.0,0.0,55.365718841552734,23700.0,82435.0,49.17887496948242,22.33,23.9
Moldova,19.95,1907.12,97.4,0.6,1.4,0.0,0.0,0.6,0.0,0.0,0.26,10.79,373400.0,2005,156088.0,429.0,0.78,32.0,4001380.0,0.0,0.0,98.5999984741211,1235389.0,1652722.0,52.10747146606445,42.78,17.8
Mongolia,5.28,2068.4,2.3,3.2,35.9,0.01,55.1,3.5,0.0,0.0,0.61,9.54,0.0,2005,96392.0,397.0,0.58,22.7,2559258.0,0.0,0.0,86.19999694824219,1578867.0,947562.0,50.2491455078125,62.49,22.2
Montenegro,0.0,5010.95,78.1,18.7,3.2,0.0,0.0,0.0,0.0,0.0,0.37,10.65,0.0,2005,20616.0,23.0,0.21,33.6,632885.0,0.0,0.0,99.8302230834961,383698.0,230563.0,50.7761344909668,62.47,17.9
Morocco,0.96,2109.06,0.06,99.9,0.0,0.0,0.0,0.0,0.01,0.04,0.22,3.79,37560.0,2005,1514327.0,551.0,0.92,23.0,30431898.0,0.0,0.0,78.41761779785156,16803552.0,13652011.0,50.59981536865234,55.17,9.3
Mozambique,1.3,383.71,56.7,18.0,17.9,0.0,0.0,7.4,0.0,0.0,0.35,2.14,0.0,2005,672117.0,1171.0,0.41,16.3,20211124.0,12.0,5.937324415999823e-07,11.931944847106934,6147973.0,14345954.0,51.94671249389648,30.0,14.0
Myanmar,1.65,542.22,7.6,4.0,0.5,2.1,80.0,5.8,0.2,0.0,0.04,3.98,0.0,2005,935107.0,2267.0,0.4,24.2,47724470.0,358.0,7.501392891319694e-06,47.32198333740234,13679548.0,35270383.0,51.64045333862305,27.95,5.5
Namibia,2.7,3680.66,97.5,0.3,1.9,0.0,0.0,0.2,0.0,0.0,0.54,6.12,0.0,2005,56776.0,413.0,0.37,18.4,1962874.0,0.0,0.0,39.779296875,710044.0,1228272.0,51.76204681396485,36.63,18.0
Nauru,3.4,3347.25,79.0,0.01,4.5,0.0,1.1,8.1,7.4,0.0,0,7.540303030303032,0.0,2005,269.0,,0.93,19.8,10337.0,0.0,0.0,99.27745056152344,9848.0,0.0,0.5,100.0,28.4
Nepal,1.95,617.79,0.45,4.6,0.0,84.0,10.0,3.7,0.07,0.0,0.16,3.12,0.0,2005,1031502.0,956.0,0.1,19.1,26285112.0,1610.0,6.125140345607049e-05,46.11573028564453,3900034.0,21844466.0,50.3275032043457,15.15,12.8
Netherlands,10.71,42201.78,50.6,6.0,42.1,0.5,0.2,0.2,0.2,0.2,0.8,11.79,0.0,2005,663373.0,180.0,0.68,38.1,16261834.0,0.0,0.0,100.0,13485107.0,2834761.0,50.41242218017578,82.63,9.1
New Zealand,10.92,35064.5,37.0,1.31,48.47,2.63,1.12,0.4,3.27,0.11,0.77,13.27,102000.0,2005,155304.0,74.0,1.14,34.5,4132782.0,0.0,0.0,100.0,3569251.0,564649.0,51.0139045715332,86.34,12.8
Nicaragua,5.3,1573.05,85.8,0.0,12.5,0.0,0.0,1.4,0.1,0.0,0.48,5.46,0.0,2005,152713.0,798.0,0.26,19.5,5454680.0,0.0,0.0,73.82181549072266,3042132.0,2396560.0,50.647342681884766,55.94,7.2
Niger,0.25,411.13,0.8,98.4,0.7,0.0,0.0,0.0,0.0,0.0,0.46,1.37,0.0,2005,358331.0,1595.0,0.12,14.8,13855225.0,1.0,7.21749376137883e-08,7.099999904632568,2212887.0,11411587.0,50.21125793457031,16.24,9.5
Nigeria,12.51,1948.05,38.23,61.34,0.04,0.0,0.01,1.0,0.06,0.0,0.34,5.14,0.0,2005,4920595.0,16974.0,0.18,17.0,140490720.0,360.0,2.5624468292282933e-06,46.86516952514648,54260116.0,84604898.0,49.50431060791016,39.07,8.6
North Korea,3.68,11435.27795,2.0,0.0,71.3,0.0,1.5,12.3,12.9,0.0,0.01,7.540303030303032,0.0,2005,711007.0,1123.0,0.94,31.3,24100980.0,0.0,0.0,,14295887.0,9608280.0,51.178619384765625,59.81,11.5
North Macedonia,7.03,3600.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,7.64,83604.0,2005,61881.0,55.0,0.51,32.9,2078667.0,0.0,0.0,100.0,1171843.0,865012.0,50.018104553222656,57.53,9.1
Norway,8.87,73036.74,84.7,3.7,10.1,0.5,0.6,0.0,0.2,0.0,0.87,12.28,0.0,2005,164145.0,30.0,6.36,36.9,4623691.0,0.0,0.0,100.0,3591141.0,1032150.0,50.38713455200195,77.68,10.6
Oman,1.56,19448.46,6.5,85.9,0.2,5.5,0.8,0.0,1.0,0.0,0.05,6.96,0.0,2005,85713.0,18.0,0.39,21.4,2515202.0,0.0,0.0,100.0,1818148.0,693106.0,43.44056701660156,72.4,3.8
Pakistan,0.16,1175.44,1.27,96.47,0.0,2.14,0.0,0.0,0.01,0.01,0.28,4.53,0.0,2005,4561246.0,11469.0,0.62,17.9,174372100.0,220.0,1.261669728127378e-06,70.51290130615234,54474508.0,105829499.0,48.42535018920898,33.98,10.0
Panama,5.49,7815.23,93.0,0.7,4.8,0.0,0.2,0.4,0.4,0.4,0.65,8.58,121.0,2005,90507.0,462.0,0.48,24.6,3305875.0,0.0,0.0,84.41291046142578,2120752.0,1209470.0,49.672122955322266,63.68,6.2
Papua New Guinea,1.6,1887.67,99.2,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.32,3.55,0.0,2005,164845.0,666.0,0.26,19.1,6498828.0,0.0,0.0,19.050512313842773,851417.0,5643485.0,49.141448974609375,13.11,3.8
Paraguay,6.66,3922.56,96.9,0.0,1.1,0.0,0.0,1.7,0.2,0.0,0.35,7.35,1610.0,2005,180970.0,1112.0,0.13,20.4,5476881.0,0.0,0.0,94.6868896484375,3356601.0,2467494.0,49.22600173950195,57.63,5.5
Peru,6.99,3867.53,93.0,0.0,6.5,0.0,0.2,1.0,0.3,0.0,0.68,7.92,59000.0,2005,580817.0,2086.0,0.56,23.1,28147260.0,22.0,7.816036090191373e-07,77.17364501953125,20909079.0,6957061.0,50.14452362060547,75.03,3.4
Philippines,5.67,2077.77,85.0,5.5,0.1,0.01,1.5,1.5,0.1,0.03,0.42,8.66,0.0,2005,2020998.0,17081.0,0.27,20.8,86261250.0,536.0,6.2136822733266674e-06,79.91561889648438,39459729.0,46866522.0,49.74106597900391,45.71,4.0
Poland,10.6,8569.43,94.3,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.69,11.81,0.0,2005,970585.0,630.0,0.42,35.6,38575910.0,0.0,0.0,100.0,23453429.0,14712016.0,51.58324813842773,61.45,17.1
Portugal,13.37,19224.04,93.8,0.6,4.4,0.1,0.6,0.5,0.0,0.0,0.81,7.49,706373.0,2005,623007.0,164.0,0.3,38.5,10523314.0,0.0,0.0,100.0,6041725.0,4461605.0,51.658477783203125,57.52,9.6
Qatar,1.67,57624.13,14.2,65.5,0.9,15.1,3.1,0.0,0.7,0.0,0.08,8.69,0.0,2005,39727.0,8.0,0.32,29.6,848718.0,2.0,2.356495325891521e-06,100.0,842875.0,22535.0,32.44289016723633,97.4,5.5
Romania,15.84,6299.41,84.82,0.31,0.68,0.0,0.0,0.01,0.12,13.04,0.42,10.23,260220.0,2005,696905.0,566.0,0.76,35.8,21092264.0,1.0,4.741074737164299e-08,100.0,11336529.0,9983156.0,51.26097869873047,53.17,10.5
Russia,17.36,7323.38,73.3,10.0,16.2,0.0,0.1,0.2,0.0,0.2,0.21,12.27,317440.0,2005,5622030.0,35642.0,7.68,36.4,143800050.0,1043.0,7.2531268243648035e-06,100.0,105433226.0,38085588.0,53.46956634521485,73.46,41.7
Rwanda,13.0,456.59,93.4,4.8,3.6,0.0,0.0,1.0,0.2,0.0,0.19,3.04,0.0,2005,355551.0,512.0,0.21,16.8,9026297.0,5.0,5.539370131516834e-07,4.800000190734863,1495058.0,7345162.0,51.06792449951172,16.91,12.3
Saint Kitts and Nevis,11.53,16652.5,94.6,0.3,1.6,1.5,0.0,1.3,0.8,0.0,0,7.19,0.0,2005,1997.0,,0.42,27.5,46752.0,0.0,0.0,96.5522689819336,15006.0,31846.0,0.5,32.03,3.5
Saint Lucia,11.62,9664.94,91.1,0.1,6.0,0.3,0.0,0.5,2.0,0.0,0,7.92,0.0,2005,5232.0,38.0,0.36,26.0,165394.0,0.0,0.0,91.78118896484376,37723.0,125685.0,50.95895004272461,23.08,6.4
Saint Vincent and the Grenadines,5.99,6166.29,88.7,1.5,2.5,3.4,0.0,2.0,2.0,0.0,0,7.9,0.0,2005,3533.0,23.0,0.3,25.3,112056.0,0.0,0.0,86.31426239013672,51085.0,57532.0,49.481204986572266,47.03,6.8
Samoa,4.2,4031.45,96.8,0.1,2.5,0.0,0.0,0.0,0.3,0.0,0,11.22,0.0,2005,4390.0,9.0,0.44,18.9,188634.0,0.0,0.0,91.43956756591795,38133.0,141589.0,48.181636810302734,21.22,14.4
Sao Tome and Principe,8.72,1206.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.02,0.0,2005,4295.0,12.0,0.4,17.4,161697.0,0.0,0.0,55.85343551635742,93168.0,64304.0,50.50675582885742,59.17,2.4
Saudi Arabia,0.17,18683.38,4.4,93.0,0.7,1.1,0.3,0.3,0.3,0.0,0.06,7.76,0.0,2005,907945.0,424.0,0.61,23.2,24397652.0,32.0,1.3116016246153523e-06,100.0,19286100.0,4530075.0,44.31968688964844,80.98,3.2
Senegal,0.85,1133.72,5.0,92.0,0.2,0.0,0.0,2.8,0.0,0.0,0.61,1.38,0.0,2005,318490.0,1047.0,0.17,16.9,10974066.0,46.0,4.191700687785184e-06,47.09999847412109,4626134.0,6463989.0,51.15065002441406,41.71,13.2
Serbia,0.0,4404.96,92.5,4.2,3.3,0.0,0.0,0.0,0.0,0.0,0.56,8.97,0.0,2005,325389.0,222.0,0.74,39.7,7830944.0,16.0,2.0431764037643484e-06,99.6907196044922,4009310.0,3431459.0,51.04242706298828,53.88,18.6
Seychelles,6.13,10566.55,94.0,1.1,2.1,2.1,0.0,0.0,0.6,0.0,0.31,10.35,0.0,2005,2399.0,10.0,0.79,27.3,85907.0,0.0,0.0,95.59909057617188,42813.0,40045.0,50.03045654296875,51.67,8.2
Sierra Leone,5.57,471.89,21.0,78.0,0.1,0.0,0.0,1.0,0.0,0.0,0.43,3.23,0.0,2005,172508.0,513.0,0.16,16.9,5683338.0,0.0,0.0,11.33248519897461,2084310.0,3561319.0,50.31496047973633,36.92,10.6
Singapore,1.78,41726.11,18.2,14.3,16.4,6.0,33.9,2.3,9.7,0.0,0.31,10.56,0.0,2005,100642.0,40.0,0.17,35.3,4344645.0,0.0,0.0,100.0,4265762.0,0.0,49.455810546875,100.0,9.5
Slovakia,12.06,11425.9,68.8,0.1,23.8,0.02,0.1,0.04,0.7,6.5,0.71,11.15,40958.0,2005,182428.0,106.0,0.4,34.5,5376251.0,0.0,0.0,100.0,2985293.0,2387514.0,51.51888275146485,55.56,13.6
Slovenia,12.3,19239.4,78.4,3.6,18.0,0.0,0.0,0.0,0.0,0.0,0.7,11.68,29329.0,2005,87218.0,21.0,1.07,38.7,2004780.0,0.0,0.0,100.0,1030904.0,969570.0,51.10254287719727,51.53,21.1
Solomon Islands,1.6,1826.66,97.4,0.1,0.2,0.0,0.3,1.3,0.7,0.0,0.33,4.82,0.0,2005,11768.0,26.0,0.62,17.8,482496.0,0.0,0.0,19.25571060180664,83796.0,386122.0,48.91385269165039,17.83,26.1
Somalia,0.07,2013.0,0.01,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.06,7.540303030303032,0.0,2005,406459.0,659.0,0.18,15.1,10467294.0,301.0,2.8756238240752576e-05,14.900721549987791,3793358.0,6653498.0,49.97087097167969,36.31,13.5
South Africa,9.58,5587.79,81.2,2.0,14.9,1.7,0.2,0.4,0.3,0.1,0.69,8.9,840649.0,2005,1770945.0,22059.0,0.66,22.3,49017156.0,10.0,2.0401020410078462e-07,80.80000305175781,28506191.0,19374404.0,50.69514465332031,59.54,21.6
South Korea,10.58,21193.36,29.4,0.2,46.4,0.11,22.9,0.8,0.2,0.0,0.79,11.24,0.0,2005,1055548.0,922.0,0.23,33.6,47889576.0,0.0,0.0,100.0,39195731.0,8988830.0,49.834903717041016,81.35,24.2
Spain,12.83,26146.16,78.6,2.1,19.0,0.04,0.0,0.04,0.02,0.1,0.8,8.92,3643700.0,2005,2039997.0,524.0,1.51,37.7,43685372.0,18.0,4.1203723754486973e-07,100.0,33727737.0,9925418.0,50.6672477722168,77.26,6.5
Sri Lanka,2.59,2244.82,0.0,0.0,0.0,30.6,70.3,0.0,0.0,0.0,0.27,10.13,0.0,2005,592519.0,1652.0,0.88,27.8,19673866.0,223.0,1.1334833733237788e-05,78.13780975341797,3577319.0,15967669.0,50.68568420410156,18.3,27.6
Sudan,0.0,1302.55,5.4,90.7,1.0,0.0,0.0,2.8,0.0,0.0,0.06,2.93,0.0,2005,1057709.0,2321.0,0.99,16.8,29540584.0,1897.0,6.421673992633321e-05,30.31334686279297,10139061.0,20810453.0,49.86930847167969,32.76,6.9
Suriname,5.41,7550.38,51.6,15.2,5.4,19.8,0.6,5.3,1.8,0.2,0.65,7.88,0.0,2005,23613.0,67.0,0.63,24.7,516228.0,0.0,0.0,94.9570770263672,333051.0,166410.0,49.56142807006836,66.68,25.0
Sweden,8.64,45990.38,76.2,4.6,27.0,0.2,0.4,0.2,0.2,0.1,0.88,12.26,0.0,2005,441662.0,95.0,2.35,39.2,9051739.0,2.0,2.2095201817021018e-07,100.0,7613645.0,1415927.0,50.41182708740234,84.32,12.4
Switzerland,11.64,76784.64,81.3,5.5,11.9,0.4,0.4,0.0,0.1,0.3,0.85,11.21,100096.0,2005,282924.0,70.0,2.65,39.2,7428437.0,0.0,0.0,100.0,5464643.0,1972472.0,51.04793548583984,73.48,14.6
Syria,0.92,1433.82,5.2,92.8,2.0,0.0,0.0,0.0,0.0,0.0,0.03,5.86,225.0,2005,647962.0,500.0,1.01,19.0,18583556.0,35.0,1.8833855049055197e-06,92.10652923583984,9875009.0,8486169.0,48.97776794433594,53.78,2.2
Tajikistan,2.51,630.78,1.6,96.7,1.5,0.01,0.0,0.0,0.0,0.0,0.09,10.99,536.0,2005,153738.0,183.0,0.39,18.5,6929153.0,1.0,1.443177831403059e-07,99.3000030517578,1799848.0,4989470.0,49.72858810424805,26.51,5.0
Tanzania,8.71,692.48,61.4,35.2,1.4,0.1,0.0,1.8,0.07,0.0,0.36,4.64,0.0,2005,1277792.0,3469.0,0.36,16.4,39439508.0,9.0,2.2819757285004672e-07,13.585785865783691,9552983.0,28897340.0,50.2263298034668,24.84,10.8
Thailand,6.81,4412.44,0.9,5.5,0.3,0.2,93.2,0.09,0.0,0.0,0.48,7.08,0.0,2005,2082202.0,6273.0,0.61,32.3,65821360.0,624.0,9.480205209980469e-06,92.94473266601562,24472850.0,40943339.0,50.81692886352539,37.41,10.7
Timor,0.83,918.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,3.72,0.0,2005,21710.0,49.0,0.12,17.2,969318.0,0.0,0.0,33.48642349243164,259142.0,735988.0,49.49312973022461,26.04,5.0
Togo,3.26,467.82,43.7,20.0,6.2,0.0,0.0,35.6,0.6,0.0,0.28,3.94,0.0,2005,178239.0,620.0,0.26,17.5,5711605.0,436.0,7.63358110373529e-05,26.588327407836918,1974457.0,3637186.0,50.51896667480469,35.19,13.0
Tonga,2.32,3875.16,99.0,0.1,0.0,0.1,0.0,0.0,0.8,0.0,0,10.07,0.0,2005,2342.0,4.0,0.31,19.8,105644.0,0.0,0.0,89.10126495361328,23365.0,77543.0,49.80378341674805,23.16,5.0
Trinidad and Tobago,6.17,15312.72,65.9,5.9,1.9,22.7,0.3,1.9,1.4,0.0,0.65,9.79,0.0,2005,54502.0,477.0,0.52,28.2,1369078.0,0.0,0.0,97.67447662353516,712646.0,583851.0,50.38600158691406,54.97,11.9
Tunisia,1.46,3350.56,0.2,99.5,0.2,0.0,0.0,0.0,0.0,0.1,0.13,5.81,28563.0,2005,518056.0,280.0,1.07,25.7,10388349.0,0.0,0.0,99.3000030517578,6593359.0,3513419.0,49.95137786865234,65.24,3.8
Turkey,2.12,7738.58,0.4,98.0,1.2,0.0,0.05,0.03,0.2,0.03,0.49,5.97,25982.0,2005,3109719.0,3666.0,0.2,25.3,68704710.0,400.0,5.822017151371427e-06,99.98703002929688,46065708.0,21837753.0,50.783653259277344,67.84,3.4
Turkmenistan,4.88,2786.77,6.4,93.0,0.5,0.0,0.0,0.0,0.0,0.0,0.01,10.83,43200.0,2005,122781.0,255.0,1.12,21.6,4885780.0,35.0,7.1636463369206146e-06,99.64920043945312,2237159.0,2517493.0,50.80842971801758,47.05,13.0
Tuvalu,2.03,2722.4,99.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,8.85,0.0,2005,294.0,,0.57,22.8,9933.0,0.0,0.0,95.60407257080078,4968.0,5029.0,0.5,49.7,17.4
Uganda,12.92,610.49,86.7,11.5,0.5,0.3,0.0,0.9,0.1,0.0,0.26,4.62,0.0,2005,1408785.0,2817.0,0.19,13.8,27946586.0,1252.0,4.4799747632859344e-05,8.899999618530273,4695306.0,22989284.0,50.73419570922852,16.96,14.6
Ukraine,12.01,2144.25,83.8,1.2,14.7,0.0,0.0,0.0,0.0,0.1,0.38,11.33,212970.0,2005,2578017.0,3686.0,3.05,37.9,46912616.0,59.0,1.2576574284409975e-06,99.88555908203124,31932595.0,15172576.0,53.61538314819336,67.79,26.1
United Arab Emirates,3.64,53844.72,14.0,70.0,1.1,10.0,2.0,0.0,0.8,0.0,0.09,8.99,0.0,2005,169404.0,64.0,4.77,27.8,4280995.0,0.0,0.0,100.0,3774363.0,813859.0,29.613279342651367,82.26,6.1
United Kingdom,13.89,43137.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,11.97,1314.0,2005,2825502.0,1151.0,3.36,37.7,60383740.0,81.0,1.341420720213753e-06,100.0,48269624.0,12131582.0,51.03916549682617,79.92,7.5
United States,9.49,52796.09,78.3,0.9,16.4,0.6,1.2,0.2,0.6,1.8,0.79,12.83,2888000.0,2005,14104829.0,18716.0,7.67,35.1,296842660.0,969.0,3.2643556017184324e-06,100.0,236200507.0,59316092.0,50.65380096435547,79.93,11.2
Uruguay,7.46,10169.6,57.9,0.0,40.7,0.0,0.0,0.8,0.3,0.3,0.84,8.31,89201.0,2005,96951.0,188.0,0.24,31.8,3317666.0,0.0,0.0,98.16714477539062,3099870.0,221929.0,51.76095962524414,93.32,16.2
Uzbekistan,4.15,1560.29,2.3,96.7,0.8,0.01,0.01,0.01,0.0,0.01,0.03,10.5,24100.0,2005,745177.0,919.0,0.72,21.8,26573428.0,45.0,1.6934209617216116e-06,99.72508239746094,12700677.0,13466323.0,50.31579208374024,48.54,12.1
Vanuatu,1.2,2621.91,93.3,0.1,1.2,0.0,0.0,4.1,1.4,0.0,0.49,6.5,0.0,2005,5327.0,6.0,0.48,18.1,217642.0,0.0,0.0,31.09473419189453,48342.0,160940.0,48.98653411865234,23.1,19.8
Venezuela,9.42,11435.27795,89.3,0.3,10.0,0.0,0.0,0.2,0.07,0.0,0.26,7.38,0.0,2005,760980.0,12309.0,0.19,23.4,26668790.0,30.0,1.1249104290070904e-06,98.85616302490234,23248393.0,3184052.0,49.94652938842773,87.95,7.6
Vietnam,2.63,1273.35,8.2,0.2,29.6,0.21,16.4,45.3,0.4,0.0,0.19,6.7,0.0,2005,2056190.0,1386.0,0.72,25.4,83142100.0,6.0,7.216560563180387e-08,96.0999984741211,22870389.0,60962273.0,50.459014892578125,27.28,8.4
World,5.43,8655.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,7.42,28532150.0,2005,232640256.0,467943.0,1.3,26.3,6558176000.0,59555.0,9.081031067174776e-06,80.64798736572266,3199824687.0,3310160129.0,49.61280059814453,49.15,13.0
Yemen,0.34,2536.19,0.2,99.1,0.1,0.6,0.0,0.0,0.0,0.0,0.18,1.86,0.0,2005,799039.0,988.0,0.88,15.2,21320676.0,12.0,5.628339364098962e-07,54.90481948852539,5818282.0,14289134.0,49.59828567504883,28.94,6.4
Zambia,3.9,918.31,97.6,1.0,0.5,0.1,0.0,0.3,0.9,0.0,0.46,6.05,0.0,2005,320418.0,878.0,0.49,15.0,11564874.0,0.0,0.0,23.321308135986328,4376258.0,7479986.0,50.56676483154297,36.91,17.4
Zimbabwe,2.77,1137.3,87.0,1.0,7.9,0.0,0.0,3.8,0.3,0.08,0.18,7.16,1600.0,2005,297893.0,1802.0,1.06,17.3,12224758.0,4.0,3.2720484119194836e-07,36.19231414794922,4119361.0,7957336.0,52.10871124267578,34.11,23.4
